,target,shape,surface,color
905,poisonous,flat,smooth,brown
906,edible,convex,fibrous,gray
907,poisonous,flat,scaly,brown
908,poisonous,convex,smooth,brown
909,edible,bell,smooth,white
910,edible,convex,fibrous,gray
911,edible,convex,smooth,white
912,edible,flat,fibrous,gray
913,edible,convex,smooth,gray
914,edible,convex,smooth,white
915,edible,convex,smooth,white
916,edible,convex,scaly,gray
917,edible,flat,fibrous,brown
918,edible,convex,smooth,white
919,edible,flat,fibrous,brown
920,edible,convex,smooth,brown
921,edible,convex,scaly,yellow
922,edible,convex,smooth,yellow
923,edible,flat,fibrous,white
924,edible,convex,smooth,brown
925,edible,convex,smooth,gray
926,poisonous,convex,scaly,brown
927,edible,convex,fibrous,gray
928,edible,bell,smooth,white
929,edible,convex,smooth,gray
930,edible,flat,fibrous,gray
931,poisonous,flat,smooth,brown
932,edible,convex,smooth,yellow
933,edible,convex,fibrous,brown
934,edible,flat,smooth,white
935,edible,convex,scaly,yellow
936,edible,convex,fibrous,brown
937,edible,flat,smooth,gray
938,edible,convex,scaly,red
939,edible,bell,scaly,yellow
940,edible,convex,fibrous,white
941,poisonous,convex,smooth,white
942,edible,convex,fibrous,gray
943,edible,flat,fibrous,gray
944,edible,flat,fibrous,brown
945,edible,flat,fibrous,white
946,edible,bell,scaly,white
947,edible,flat,fibrous,brown
948,poisonous,flat,scaly,brown
949,poisonous,convex,scaly,white
950,edible,bell,smooth,yellow
951,edible,flat,smooth,gray
952,edible,convex,fibrous,gray
953,edible,flat,fibrous,brown
954,edible,bell,smooth,white
955,poisonous,convex,smooth,white
956,edible,convex,scaly,brown
957,edible,flat,fibrous,white
958,edible,convex,scaly,yellow
959,edible,convex,fibrous,brown
960,edible,flat,fibrous,white
961,edible,convex,fibrous,brown
962,edible,convex,fibrous,brown
963,edible,flat,smooth,gray
964,edible,flat,smooth,gray
965,poisonous,flat,smooth,brown
966,edible,convex,fibrous,brown
967,edible,convex,smooth,brown
968,edible,convex,fibrous,white
969,edible,flat,fibrous,brown
970,edible,convex,fibrous,brown
971,edible,flat,fibrous,brown
972,edible,convex,fibrous,gray
973,edible,flat,fibrous,brown
974,edible,convex,smooth,gray
975,edible,bell,scaly,white
976,edible,convex,fibrous,brown
977,edible,convex,scaly,yellow
978,edible,flat,fibrous,gray
979,edible,flat,fibrous,brown
980,edible,convex,smooth,yellow
981,edible,flat,fibrous,gray
982,edible,convex,fibrous,brown
983,poisonous,convex,smooth,white
984,edible,convex,fibrous,white
985,edible,flat,fibrous,white
986,edible,convex,smooth,white
987,edible,convex,smooth,gray
988,edible,convex,scaly,yellow
989,edible,convex,smooth,yellow
990,edible,convex,smooth,gray
991,edible,convex,smooth,brown
992,edible,flat,fibrous,brown
993,edible,flat,smooth,white
994,edible,flat,smooth,white
995,edible,convex,scaly,yellow
996,edible,flat,smooth,white
997,edible,bell,smooth,white
998,poisonous,flat,scaly,white
999,edible,convex,fibrous,gray
1000,edible,flat,scaly,brown
1001,edible,flat,smooth,brown
1002,poisonous,convex,smooth,white
1003,edible,convex,scaly,brown
1004,edible,convex,smooth,gray
1005,edible,convex,smooth,white
1006,edible,flat,fibrous,white
1007,edible,convex,fibrous,brown
1008,edible,convex,smooth,white
1009,edible,convex,scaly,white
1010,edible,convex,smooth,white
1011,edible,flat,scaly,yellow
1012,edible,flat,smooth,brown
1013,edible,flat,fibrous,gray
1014,edible,flat,fibrous,yellow
1015,edible,flat,scaly,brown
1016,edible,convex,fibrous,brown
1017,poisonous,flat,smooth,brown
1018,edible,convex,fibrous,brown
1019,edible,flat,fibrous,brown
1020,edible,bell,smooth,yellow
1021,edible,bell,scaly,white
1022,edible,convex,scaly,white
1023,poisonous,flat,scaly,white
1024,poisonous,flat,scaly,white
1025,edible,convex,fibrous,brown
1026,edible,flat,smooth,yellow
1027,edible,convex,scaly,yellow
1028,edible,convex,smooth,white
1029,edible,convex,fibrous,gray
1030,poisonous,convex,scaly,brown
1031,edible,convex,fibrous,gray
1032,edible,flat,fibrous,brown
1033,edible,convex,smooth,white
1034,edible,flat,fibrous,white
1035,edible,convex,scaly,yellow
1036,edible,flat,fibrous,yellow
1037,edible,convex,fibrous,gray
1038,poisonous,convex,smooth,brown
1039,edible,convex,scaly,yellow
1040,edible,flat,scaly,brown
1041,edible,convex,fibrous,white
1042,edible,convex,scaly,brown
1043,edible,convex,smooth,gray
1044,edible,convex,smooth,white
1045,edible,convex,fibrous,gray
1046,poisonous,flat,scaly,brown
1047,edible,convex,fibrous,brown
1048,edible,convex,fibrous,gray
1049,edible,convex,fibrous,red
1050,edible,convex,fibrous,brown
1051,edible,convex,fibrous,gray
1052,edible,convex,scaly,yellow
1053,edible,convex,fibrous,brown
1054,edible,bell,smooth,yellow
1055,edible,convex,fibrous,white
1056,edible,flat,smooth,gray
1057,edible,convex,scaly,yellow
1058,edible,convex,fibrous,brown
1059,edible,flat,smooth,white
1060,edible,convex,smooth,yellow
1061,edible,convex,smooth,gray
1062,edible,convex,fibrous,gray
1063,poisonous,flat,scaly,white
1064,edible,flat,fibrous,yellow
1065,edible,convex,scaly,white
1066,edible,flat,fibrous,white
1067,edible,convex,fibrous,brown
1068,edible,convex,scaly,brown
1069,edible,convex,smooth,white
1070,poisonous,flat,scaly,white
1071,edible,convex,smooth,yellow
1072,edible,convex,fibrous,gray
1073,edible,flat,scaly,yellow
1074,edible,flat,smooth,gray
1075,edible,flat,fibrous,brown
1076,poisonous,flat,scaly,white
1077,edible,flat,fibrous,gray
1078,edible,convex,scaly,brown
1079,edible,flat,fibrous,white
1080,poisonous,flat,scaly,brown
1081,edible,bell,smooth,yellow
1082,edible,flat,fibrous,gray
1083,edible,bell,smooth,white
1084,edible,flat,fibrous,gray
1085,edible,bell,scaly,white
1086,edible,convex,scaly,white
1087,poisonous,flat,scaly,brown
1088,edible,convex,scaly,yellow
1089,edible,sunken,fibrous,brown
1090,edible,convex,scaly,brown
1091,edible,flat,fibrous,gray
1092,edible,flat,fibrous,yellow
1093,edible,convex,smooth,gray
1094,poisonous,flat,scaly,brown
1095,edible,convex,fibrous,gray
1096,edible,convex,smooth,gray
1097,edible,convex,fibrous,gray
1098,poisonous,convex,scaly,brown
1099,edible,convex,fibrous,brown
1100,edible,flat,smooth,white
1101,edible,convex,fibrous,gray
1102,poisonous,convex,scaly,brown
1103,edible,flat,fibrous,brown
1104,edible,flat,smooth,white
1105,poisonous,convex,scaly,white
1106,edible,flat,fibrous,gray
1107,edible,bell,scaly,yellow
1108,edible,convex,smooth,brown
1109,edible,flat,fibrous,brown
1110,poisonous,flat,smooth,white
1111,edible,convex,scaly,brown
1112,edible,flat,fibrous,white
1113,edible,flat,scaly,brown
1114,edible,flat,fibrous,gray
1115,edible,flat,fibrous,gray
1116,edible,flat,smooth,gray
1117,edible,flat,fibrous,brown
1118,edible,convex,smooth,gray
1119,edible,convex,fibrous,white
1120,edible,flat,fibrous,white
1121,edible,convex,smooth,brown
1122,edible,convex,fibrous,brown
1123,edible,flat,smooth,yellow
1124,edible,convex,fibrous,white
1125,edible,flat,smooth,white
1126,edible,bell,smooth,yellow
1127,edible,convex,fibrous,white
1128,edible,convex,fibrous,gray
1129,poisonous,flat,smooth,brown
1130,edible,convex,fibrous,gray
1131,poisonous,convex,smooth,brown
1132,edible,flat,smooth,white
1133,edible,convex,scaly,white
1134,edible,convex,fibrous,brown
1135,edible,convex,fibrous,brown
1136,edible,bell,scaly,yellow
1137,edible,flat,fibrous,white
1138,edible,convex,smooth,brown
1139,edible,flat,fibrous,white
1140,edible,convex,fibrous,brown
1141,edible,flat,fibrous,white
1142,edible,convex,smooth,white
1143,edible,convex,smooth,brown
1144,edible,convex,fibrous,white
1145,edible,flat,smooth,gray
1146,edible,convex,fibrous,gray
1147,edible,convex,fibrous,gray
1148,edible,flat,smooth,brown
1149,edible,flat,smooth,white
1150,edible,flat,scaly,brown
1151,poisonous,convex,scaly,white
1152,edible,flat,smooth,gray
1153,poisonous,convex,scaly,white
1154,edible,bell,scaly,white
1155,edible,convex,smooth,gray
1156,edible,flat,fibrous,gray
1157,edible,flat,fibrous,white
1158,edible,flat,smooth,gray
1159,edible,bell,scaly,white
1160,edible,convex,fibrous,gray
1161,edible,convex,fibrous,red
1162,edible,convex,scaly,yellow
1163,edible,convex,smooth,white
1164,edible,bell,smooth,white
1165,poisonous,convex,smooth,brown
1166,edible,convex,fibrous,brown
1167,edible,flat,smooth,brown
1168,edible,bell,smooth,white
1169,edible,convex,smooth,gray
1170,edible,convex,fibrous,brown
1171,edible,flat,fibrous,white
1172,edible,convex,fibrous,brown
1173,edible,convex,fibrous,gray
1174,edible,convex,fibrous,gray
1175,edible,bell,scaly,yellow
1176,edible,flat,fibrous,brown
1177,edible,convex,fibrous,white
1178,edible,flat,scaly,brown
1179,edible,convex,scaly,brown
1180,edible,convex,scaly,yellow
1181,edible,flat,fibrous,gray
1182,edible,convex,scaly,white
1183,edible,convex,scaly,white
1184,edible,flat,smooth,white
1185,edible,flat,smooth,gray
1186,poisonous,flat,smooth,brown
1187,edible,convex,scaly,yellow
1188,edible,convex,fibrous,brown
1189,edible,convex,fibrous,white
1190,edible,convex,smooth,yellow
1191,edible,convex,fibrous,red
1192,edible,flat,scaly,brown
1193,edible,bell,smooth,white
1194,poisonous,convex,smooth,brown
1195,edible,convex,fibrous,gray
1196,edible,bell,scaly,white
1197,edible,convex,smooth,white
1198,edible,bell,scaly,yellow
1199,edible,convex,scaly,white
1200,edible,convex,smooth,yellow
1201,edible,bell,smooth,white
1202,edible,flat,smooth,brown
1203,poisonous,flat,smooth,white
1204,edible,flat,smooth,brown
1205,edible,flat,fibrous,brown
1206,poisonous,flat,scaly,white
1207,edible,flat,smooth,white
1208,edible,convex,fibrous,white
1209,edible,convex,smooth,brown
1210,edible,flat,smooth,brown
1211,edible,flat,scaly,yellow
1212,edible,convex,fibrous,gray
1213,edible,convex,fibrous,brown
1214,poisonous,flat,smooth,brown
1215,edible,convex,smooth,white
1216,edible,flat,fibrous,brown
1217,edible,flat,fibrous,white
1218,edible,flat,fibrous,white
1219,edible,convex,scaly,yellow
1220,edible,convex,smooth,gray
1221,edible,convex,fibrous,gray
1222,edible,flat,fibrous,brown
1223,edible,flat,smooth,brown
1224,edible,convex,fibrous,white
1225,edible,convex,scaly,red
1226,edible,convex,fibrous,brown
1227,poisonous,convex,smooth,white
1228,edible,convex,scaly,brown
1229,edible,convex,fibrous,brown
1230,poisonous,flat,scaly,white
1231,edible,flat,fibrous,gray
1232,edible,convex,fibrous,white
1233,edible,flat,smooth,brown
1234,edible,flat,fibrous,gray
1235,edible,flat,smooth,gray
1236,edible,flat,fibrous,gray
1237,edible,convex,smooth,gray
1238,edible,convex,smooth,brown
1239,poisonous,flat,smooth,white
1240,edible,convex,smooth,gray
1241,poisonous,convex,smooth,white
1242,poisonous,flat,smooth,white
1243,edible,flat,smooth,brown
1244,edible,convex,fibrous,gray
1245,edible,flat,smooth,gray
1246,edible,convex,smooth,gray
1247,edible,flat,fibrous,gray
1248,edible,flat,fibrous,gray
1249,edible,convex,scaly,gray
1250,edible,convex,fibrous,brown
1251,edible,flat,smooth,white
1252,poisonous,flat,scaly,white
1253,poisonous,flat,scaly,brown
1254,edible,convex,smooth,white
1255,poisonous,flat,smooth,brown
1256,edible,flat,fibrous,brown
1257,edible,flat,smooth,white
1258,poisonous,flat,smooth,brown
1259,poisonous,flat,scaly,white
1260,poisonous,flat,scaly,brown
1261,poisonous,flat,smooth,white
1262,edible,convex,smooth,white
1263,edible,convex,fibrous,brown
1264,edible,flat,smooth,white
1265,edible,flat,fibrous,gray
1266,poisonous,flat,scaly,brown
1267,edible,convex,smooth,white
1268,edible,convex,scaly,red
1269,edible,flat,smooth,gray
1270,edible,convex,smooth,white
1271,poisonous,flat,smooth,white
1272,edible,flat,fibrous,brown
1273,edible,convex,fibrous,white
1274,poisonous,flat,smooth,white
1275,edible,convex,fibrous,brown
1276,edible,flat,fibrous,white
1277,edible,convex,smooth,white
1278,edible,flat,smooth,white
1279,edible,bell,scaly,yellow
1280,edible,convex,smooth,gray
1281,edible,convex,fibrous,white
1282,edible,convex,smooth,brown
1283,edible,convex,fibrous,brown
1284,edible,flat,fibrous,gray
1285,poisonous,convex,scaly,brown
1286,edible,flat,smooth,gray
1287,edible,convex,fibrous,brown
1288,edible,flat,smooth,white
1289,edible,convex,fibrous,brown
1290,edible,convex,fibrous,gray
1291,edible,convex,fibrous,white
1292,poisonous,flat,smooth,white
1293,poisonous,flat,smooth,white
1294,edible,convex,smooth,gray
1295,edible,convex,fibrous,brown
1296,edible,convex,smooth,gray
1297,edible,convex,scaly,yellow
1298,edible,flat,smooth,white
1299,edible,convex,smooth,white
1300,edible,convex,fibrous,gray
1301,edible,flat,smooth,white
1302,edible,convex,fibrous,brown
1303,edible,flat,smooth,gray
1304,edible,flat,smooth,gray
1305,edible,flat,fibrous,brown
1306,edible,flat,smooth,white
1307,edible,flat,smooth,white
1308,edible,flat,smooth,gray
1309,edible,flat,fibrous,white
1310,edible,flat,smooth,brown
1311,poisonous,flat,smooth,white
1312,edible,convex,fibrous,gray
1313,edible,bell,scaly,yellow
1314,edible,flat,fibrous,brown
1315,edible,flat,smooth,gray
1316,edible,convex,fibrous,brown
1317,edible,bell,smooth,yellow
1318,edible,convex,smooth,white
1319,edible,flat,fibrous,brown
1320,poisonous,convex,smooth,white
1321,edible,flat,fibrous,white
1322,poisonous,flat,scaly,white
1323,edible,convex,smooth,brown
1324,edible,flat,smooth,brown
1325,edible,bell,smooth,yellow
1326,edible,flat,smooth,gray
1327,edible,convex,smooth,gray
1328,edible,flat,fibrous,gray
1329,edible,convex,fibrous,gray
1330,edible,flat,smooth,white
1331,poisonous,flat,smooth,brown
1332,edible,flat,fibrous,gray
1333,edible,flat,smooth,white
1334,edible,convex,fibrous,brown
1335,edible,convex,smooth,brown
1336,edible,convex,fibrous,red
1337,edible,convex,scaly,yellow
1338,edible,flat,fibrous,white
1339,edible,convex,smooth,white
1340,edible,flat,fibrous,brown
1341,poisonous,flat,smooth,white
1342,edible,flat,fibrous,gray
1343,edible,flat,smooth,white
1344,edible,flat,fibrous,white
1345,poisonous,flat,scaly,brown
1346,edible,convex,smooth,white
1347,edible,convex,fibrous,brown
1348,edible,convex,scaly,gray
1349,edible,convex,scaly,gray
1350,edible,flat,smooth,brown
1351,edible,flat,smooth,white
1352,edible,flat,smooth,brown
1353,edible,convex,smooth,brown
1354,edible,flat,fibrous,white
1355,edible,convex,fibrous,brown
1356,edible,flat,fibrous,white
1357,edible,flat,fibrous,brown
1358,edible,flat,smooth,white
1359,edible,flat,fibrous,brown
1360,poisonous,flat,scaly,brown
1361,edible,flat,fibrous,white
1362,edible,flat,smooth,white
1363,edible,convex,fibrous,brown
1364,edible,flat,fibrous,white
1365,edible,convex,fibrous,gray
1366,edible,flat,smooth,brown
1367,edible,convex,fibrous,gray
1368,edible,flat,fibrous,white
1369,edible,flat,fibrous,brown
1370,edible,convex,smooth,brown
1371,edible,convex,fibrous,white
1372,edible,bell,smooth,yellow
1373,poisonous,convex,scaly,brown
1374,poisonous,flat,smooth,brown
1375,edible,flat,fibrous,white
1376,edible,flat,fibrous,brown
1377,poisonous,flat,scaly,brown
1378,edible,flat,fibrous,brown
1379,poisonous,convex,smooth,white
1380,edible,flat,smooth,brown
1381,poisonous,flat,scaly,white
1382,edible,flat,smooth,brown
1383,edible,flat,smooth,gray
1384,edible,convex,fibrous,gray
1385,edible,flat,fibrous,brown
1386,edible,convex,fibrous,gray
1387,edible,convex,fibrous,brown
1388,edible,convex,fibrous,brown
1389,edible,convex,fibrous,gray
1390,edible,convex,smooth,white
1391,edible,flat,smooth,white
1392,edible,convex,smooth,white
1393,edible,flat,fibrous,gray
1394,edible,convex,fibrous,brown
1395,edible,convex,smooth,white
1396,edible,convex,smooth,brown
1397,edible,flat,smooth,gray
1398,poisonous,flat,scaly,white
1399,edible,flat,smooth,brown
1400,edible,flat,scaly,yellow
1401,edible,convex,fibrous,gray
1402,edible,flat,smooth,gray
1403,edible,convex,smooth,gray
1404,poisonous,flat,scaly,white
1405,edible,convex,smooth,white
1406,edible,convex,smooth,white
1407,edible,flat,smooth,gray
1408,edible,flat,smooth,brown
1409,edible,convex,fibrous,brown
1410,edible,flat,smooth,brown
1411,edible,flat,smooth,brown
1412,edible,convex,fibrous,white
1413,edible,flat,fibrous,white
1414,edible,flat,fibrous,brown
1415,edible,convex,scaly,white
1416,edible,convex,smooth,brown
1417,edible,convex,smooth,gray
1418,edible,flat,smooth,white
1419,poisonous,convex,smooth,white
1420,edible,convex,smooth,white
1421,edible,convex,fibrous,brown
1422,edible,flat,fibrous,gray
1423,edible,convex,smooth,gray
1424,edible,flat,fibrous,brown
1425,edible,flat,smooth,brown
1426,edible,convex,smooth,gray
1427,edible,flat,scaly,brown
1428,poisonous,flat,scaly,brown
1429,edible,convex,smooth,brown
1430,edible,convex,fibrous,brown
1431,poisonous,flat,scaly,white
1432,poisonous,convex,smooth,white
1433,poisonous,flat,smooth,brown
1434,edible,convex,fibrous,brown
1435,edible,bell,scaly,white
1436,poisonous,flat,scaly,white
1437,edible,flat,fibrous,white
1438,edible,convex,smooth,white
1439,edible,convex,fibrous,brown
1440,edible,convex,smooth,brown
1441,edible,flat,fibrous,brown
1442,edible,flat,fibrous,brown
1443,poisonous,flat,scaly,brown
1444,poisonous,flat,scaly,white
1445,edible,convex,smooth,brown
1446,edible,flat,fibrous,gray
1447,edible,convex,fibrous,brown
1448,edible,flat,smooth,gray
1449,edible,flat,fibrous,brown
1450,poisonous,flat,smooth,brown
1451,edible,convex,fibrous,brown
1452,poisonous,flat,scaly,brown
1453,edible,convex,smooth,gray
1454,edible,flat,fibrous,white
1455,edible,convex,smooth,white
1456,edible,convex,fibrous,brown
1457,edible,convex,smooth,brown
1458,poisonous,flat,smooth,white
1459,edible,convex,fibrous,brown
1460,edible,convex,smooth,white
1461,edible,flat,smooth,white
1462,edible,convex,smooth,white
1463,edible,convex,fibrous,brown
1464,edible,convex,scaly,gray
1465,edible,convex,fibrous,brown
